text,Actual Class,Predicted Class
Banks seek court ruling over F1 Three banks go to the High Court in London seeking a ruling which could lead to Bernie Ecclestone losing control of Formula One racing.,Business,Sports
"PayPal Outages Persist, Worry Users Sporadic outages at PayPal stretched into a fifth day on Tuesday, though the company late in the day reported that access had returned to normal for most users.",Sci/Tech,Business
AOL Files Lawsuit Against IM #39;Spim #39; America Online Inc. said Thursday it had filed a federal lawsuit accusing numerous unnamed defendants of violating federal and state laws by sending bulk messages known as quot;spim quot; to instant message accounts and Internet chat rooms.,Business,Sci/Tech
"Oil Prices, Earnings Send Stocks Lower NEW YORK - Investors sent stocks lower Tuesday as oil prices crossed another milestone, \$54 per barrel. Earnings reports from heavyweights Johnson Johnson and Merrill Lynch Co...",World,Business
"Stern Blasts FCC at Satellite Promotion #39;Down With the FCC! #39; Howard Stern Says at New York Rally to Promote Switch to Satellite Radio. Radio host Howard Stern, below center, waits as thousands of his fans line up to receive a free Sirius radio from him in Union Square in New York Thursday, Nov.",Business,Sports
"Florida #39;s prepaid tuition program thriving Already the biggest of its kind in the country, Florida #39;s popular prepaid-tuition program expects to count its millionth customer during a sign-up period that runs Monday through Jan. 31.",Business,World
"IBM Claims Its BlueGene Supercomputer Is the Fastest IBM Corp. on Wednesday said it has developed the world #39;s fastest computer - a 16,000-processor version of its BlueGene/L supercomputer.",Business,Sci/Tech
"Cricket telecast: Prasar Bharati to move SC as aggrieved party #39; THE legal battle surrounding the awarding of telecast rights to Sony Entertainment Television for the forthcoming Australia tour of India is getting complicated with the Prasar Bharati CEO, Mr KS Sarma, saying that the national broadcaster would approach",Sports,World
Google Stock Slips as New Shares Hit Market Google Inc. stock dropped more than 6 percent Tuesday as tens of millions of new shares held by early investors and employees of the search engine giant became available for sale for the first time..-The Washington Post,Sci/Tech,Business
Prosecutors Say Ebbers Lied to Obtain Loans Court documents show federal prosecutors have told lawyers for former WorldCom Inc. chief executive Bernard J. Ebbers that they plan to argue he lied about the telecommunications giant's financial condition in order to get personal loans. -The Washington Post,Sci/Tech,Business
Sun settles Kodak patent suit Sun Microsystems says it will pay Kodak \$92 million to settle a high-profile patent suit involving Sun #39;s Java programming technology.,Business,Sci/Tech
"Ellison: Data Hubs Could #39;ve Prevented 9/11 SAN FRANCISCO -- Oracle CEO Larry Ellison is convinced that had the intelligence community used a unified database from Oracle, the terrorist attacks on 9/11 would never have happened.",Business,Sci/Tech
"New \$50 bill designed to counter counterfeits WASHINGTON - The green is still there, but with touches of blue, red and yellow. A stylized image of the Stars and Stripes now waves in the background.",Business,Sci/Tech
Testimony Ends In Evolution Sticker Trial ATLANTA -- Testimony concluded Wednesday in the lawsuit against Cobb County Georgia schools for placing disclaimer stickers about evolution in high school biology texts.,Sci/Tech,Business
BT cuts prices for telecom rivals Ofcom is cutting the price BT can charge its rivals for putting their broadband equipment in its exchanges by up to 60.,Business,Sci/Tech
"Travel Column: Australia Through Aboriginal Eyes This week's TravelWatch column profiles Anangu Tours, an Aborigine-owned tour company in Australia's Red Center.",Sci/Tech,World
"Rivals Try to Turn Tables on Charles Schwab By MICHAEL LIEDTKE SAN FRANCISCO (AP) -- With its low prices and iconoclastic attitude, discount stock broker Charles Schwab Corp. (SCH) represented an annoying stone in Wall Street's wing-tipped shoes for decades...",Sci/Tech,Business
"Virgin Starts (70) Mile-High Club With the misery that has plagued the airline industry recently, the last place you #39;d expect to see some inspiring -- heck, potentially rule-breaking -- thinking would be from an airline entrepreneur.",Sci/Tech,Business
"O's Still Fishing With big fish like Richie Sexson still looking for work and prizes like Tim Hudson being dangled in the market, the Orioles remain hopeful that they can bag a big catch.",Sports,Business
"Gateway Reports Smaller Quarterly Loss Gateway Inc. reported a narrowed net loss in the first quarter as it continues to restructure its operations and integrate its acquisition of eMachines. Still, the personal computer and electronics company posted a tiny operating profit -- its first in nearly three years.",Sci/Tech,Business
"Japan should outsource more The Japanese information services industry clocked up sales of 13,703.9 billion yen in fiscal 2001, according to a report on selected service industries for 2001 released by the Ministry of Economy, Trade and Industry (METI).",World,Business
"China, Argentina sign 5 cooperation documents China and Argentina signed five agreements in Buenos Aires Tuesday that will allow them to expand cooperation in the areas of trade, space, education, tourism and railways.",Business,World
No Sign Yet of Predicted Big California Earthquake (Reuters) Reuters - The clock is running out on a\highly publicized prediction that a major earthquake will rip\through Southern California by Sunday.,Sci/Tech,World
"Woods, Mickelson form dynamic US duo For three days, it had been about dinners, galas, black-tie affairs, and enough social engagements to please Paris Hilton.",Sports,World
"Sales of industrial robots surging: UN report Geneva - Worldwide sales of industrial robots surged to record levels in the first half of 2004 after equipment prices fell while labour costs grew, the United Nations Economic Commission for Europe said in a report to be released today.",Sci/Tech,Business
F1 debuts in China Formula One made its long-awaited debut in the People #39;s Republic of China today as the stunning new Shanghai International Circuit echoed to the banshee wail of Formula One engines being used in anger for the first time.,Sports,World
"(B)old new frontiers Northrop Grumman Corp. and Boeing Co. yesterday announced plans to team up to design a vehicle to take astronauts back to the moon and even beyond, but they #39;ve got to make one stop first",Business,Sci/Tech
"Sony looks under the Christmas tree Americans will go gadget shopping this holiday season even if oil prices go up, Sony execs say.",Sci/Tech,Business
"CA aquires computer security firm Computer Associates International Inc., as promised, is back in the acquisition game, scooping up its second computer security company in as many months with an agreement to buy Netegrity Inc.",Business,Sci/Tech
AOL's Viral Marketing America Online will now provide gratis antivirus protection to its subscribers.,Business,Sci/Tech
"Nortel to file restated results next year Nortel Networks said today that after months of trying to untangle faulty financial results, it won't file its 2003 and first-half 2004 results until early next year.",Sci/Tech,Business
Court ruling has fat cats purring THE future of horseracing in Britain was thrown into confusion this week as a result of a judgment by the European Court of Justice.,Sci/Tech,World
"Chips are down in tech world EUROPE #39;s biggest chipmaker, Infineon, rocked the technology world today as profits fell e100m (70m) short of analysts #39; expectations.",Business,Sci/Tech
"Nokia wins 115-million-dollar network deal from Brazil's Oi Celular (AFP) AFP - Nokia, the world's largest mobile phone maker, said it had received a 115-million-dollar (90-million-euro) order to expand Oi Celular's second-generation GSM network in Brazil.",Sci/Tech,Business
"Senate panel opposes overtime rules A Senate committee voted yesterday to scuttle new rules that critics say would deny overtime pay to millions of workers, as Democrats won the latest round in their election-year bout with President Bush over the issue.",Business,World
FERGUSON ATTACKED IN TUNNEL BUST-UP SIR ALEX FERGUSON was pelted with food and pea soup by an Arsenal player in an extraordinary tunnel bust-up at Old Trafford yesterday.,Sports,World
"Slowing population 'lacks funds' Rich countries are giving only half the amount they promised to help to slow world population growth, the UN says.",Sci/Tech,World
"Consumer Confidence Dips in September NEW YORK - Job worries helped push consumer confidence down in September for the second consecutive month, a New York-based private research group said Tuesday. The Consumer Confidence Index fell 1.9 points to 96.8 from a revised reading of 98.7 in August, according to The Conference Board...",World,Business
PeopleSoft revises third-quarter profit Oracle target adds \$2.6 million to bottom line after tax adjustment related to ex-CEO's severance package.,Sci/Tech,Business
"Rocking the Cradle of Life When did life begin? One evidential clue stems from the fossil records in Western Australia, although whether these layered sediments are biological or chemical has spawned a spirited debate. Oxford researcher, Nicola McLoughlin, describes some of the issues in contention.",Sci/Tech,World
"PeopleSoft, SAP make bid for manufacturing dollars Business software vendors PeopleSoft and SAP separately debuted new technologies to further consolidate their respective positions in the manufacturing market.",Sci/Tech,Business
"Henman Sails at the Swiss Indoors By Mark Ledsom BASEL (Reuters) - Britain's world number four Tim Henmanwon his opening match at the Swiss Indoors tennis tournamentwith little difficulty on Wednesday, beating Frenchman AntonyDupuis 6-3, 6-4.",World,Sports
Tokyo Stocks Higher at Late Morning (AP) AP - Tokyo stocks rose moderately Monday morning on bargain hunting following Friday's losses. The U.S. dollar was up against the Japanese yen.,World,Business
"Microsoft, EU Officials in Procedure Meeting Microsoft (Quote, Chart) and representatives of the European Union #39;s Competition Commission will sit down at the table together on Thursday, but it won #39;t be to eat.",Business,Sci/Tech
EU foreign ministers hope to break deadlock over ASEM summit The European Union said Friday it quot;hoped to reach a conclusion quot; at a meeting of foreign ministers on the participation of military-ruled Myanmar in an upcoming summit of Asian and European nations.,Business,World
Vonage Awash in Venture Capital VoIP (define) upstart Vonage has quickly amassed another \$105 million from venture capitalists and is looking to Latin America and Asia to accelerate an already torrid growth rate.,Sci/Tech,Business
Florida Starts To Recover in the Wake of Hurricane Frances President Bush will travel to Florida Wednesday to survey damage from Hurricane Frances. He sent a letter to Congress asking for \$2 billion to help with recovery efforts.,Sci/Tech,World
"Japanese Utility Plans IPO in October (AP) AP - Electric Power Development Co., a former state-run utility, said Friday it is planning an initial public offering on the Tokyo Stock Exchange in October, a deal that could be the country's biggest new stock listing in six years.",World,Business
"Japanese electronics giants in LCD joint venture Hitachi, Toshiba and Matsushita Electric have formed a joint venture to manufacture large liquid-crystal displays for flat-screen televisions, escalating competition for a piece of the digital living room.",Sci/Tech,Business
"London Times goes strictly tabloid After more than two centuries as a broadsheet newspaper, The Times of London has gone strictly tabloid. On Monday, The Times moved to a totally compact format after almost a year of dual publication.",Sci/Tech,World
"Glazer stake in Man Utd nears 30 US tycoon Malcolm Glazer lifts his stake in Manchester Utd to 28.11, one day after spending 17m on further share buys.",World,Sports
Our mobile margins will fall: Telstra TELSTRA chief financial officer John Stanhope has admitted Telstra #39;s margins in its \$4.5 billion a year mobile phone business will shrink this year in the face of increased price competition and the growing cost of acquiring new customers.,Sci/Tech,Business
"Groups Offers Beer for Blood Donations (AP) AP - Some in Michigan who roll up their sleeves to donate blood will get a racetrack T-shirt, hat and pin. Sponsors in San Diego have given away whale-watching trips. On Wednesday, the Cleveland Regional Transit Authority handed out vouchers for a pint of any beverage, including beer, in exchange for a pint of blood.",Sci/Tech,World
"Setback for asbestos settlement at ABB ABB said it was aware of the ruling, but remained confident that a settlement would be reached. ABB is naturally surprised and disappointed at todays decision, but remains confident that it can resolve.",Business,World
"Future Doctors, Crossing Borders Students at the Mount Sinai School of Medicine learn that diet and culture shape health in East Harlem.",World,Sci/Tech
"Counting the Hops (Forbes.com) Forbes.com - Like Network Appliance, many top tech firms are snapping up Linux programmers, hoping to influence the way the operating system evolves. The trick is to hire programmers closest to Linux creator Linus Torvalds. Torvalds oversees Linux development, but he delegates pieces of the system to the 25 or so code maintainers,like Trond Myklebust at NetApp.Maintainers in turn break their projects into smaller pieces, overseen by submaintainers.",Sci/Tech,Business
"More buyers choose artificial Renee McDonald remembers the Christmas trees of her youth: spindly, fake and out of a box. They were hard to put up, and they just didn #39;t smell right.",Business,Sports
Playstation 3 to arrive spring 2006 In Japan NVIDIA HAS MADE A big noise about Playstation 3 deal but unfortunately you won #39;t see this console any time soon. Nvidia stock holders definitely know about Sony and its Playstation 3 killer business and therefore Nvidia is recovering on the stock market.,Sci/Tech,Business
"Argentina Basketball Coach Magnano Quits Ruben Magnano, who coached Argentina to the Olympic basketball gold medal in Athens, resigned Thursday to accept a coaching job in Italy.",World,Sports
"Pixar Delays Its Next Film #39;Cars #39; to 2006 Pixar Animation Studios will delay the release of its next film, quot;Cars, quot; until June 2006 as it switches from a holiday release schedule to releasing films during the summer when more children are at home.",Business,World
"Atlantis ""Evidence"" Found in Spain, Ireland In 360 B.C. the Greek philosopher Plato described an island he called Atlantis. Now contradicting new evidence claims the fabled city-state was based on a real place.",Sci/Tech,World
Visit to a Potemkin village Gongzhong does not resemble any Tibetan village in Tibet. It is a village more from Epcot Center in Walt Disney World.,World,Sports
"Flying taxis - quot;within five years quot; British company Avcen, designers of quot;Jetpod quot; taxi, believe they can offer a flying taxi service within 5 years. The taxi, due to undergo quot;proof of concept quot; test flights over the next 18 months, cruises to 228m with speeds of up to 350 mph (563 kph).",Sci/Tech,Sports
"Sports Court Hears Hamm Gold Medal Appeal LAUSANNE, Switzerland - Paul Hamm appeared before the sports world's highest court Monday to argue why he should he keep his Olympic gymnastics gold medal. The Court of Arbitration for Sport convened to hear the appeal from a South Korean gymnast who believes he was unfairly deprived of the gold in the men's all-around event in Athens last month because of a scoring error...",World,Sports
'Cities in crisis' leaders warn World leaders warn that rapid urbanisation will become one of the biggest challenges of the 21st Century.,Sci/Tech,World
"Union leaders held under ESMA on Day 6 of strike New Delhi, August 26: The sixth day of the truckers strike on Thursday saw 12 more truckers being arrested under the Essential Services Maintenance Act (ESMA)in the Capital.",Business,World
"Els Looks Ahead with Promise After Major Woes LONDON (Reuters) - After being a frustrated 'nearly man' at this year's majors, Ernie Els plans to make the most of a near-perfect finish to the 2004 season.",Sports,Business
"Ciena Posts a Loss, Forecasts Flat Sales By Deborah Cohen CHICAGO (Reuters) - Telecommunications equipment makerCiena Corp. on Thursday reported a wider loss for thefiscal third quarter due to slack demand and forecast sales inthe current quarter would be little changed from the thirdquarter.",Sci/Tech,Business
"Poor? Who #39;s poor? Poverty is down The proportion of people living on less than \$1 a day decreased from 40 to 21 per cent of the global population between 1981 and 2001, says the World Bank #39;s latest annual report.",World,Sci/Tech
"Mobile boom draws telecom manufacturing to India BANGALORE, INDIA - An anticipated boom in mobile telephony use in India is attracting multinational and local companies to establish manufacturing operations in the country.",Sci/Tech,Business
"MedImmune CEO Talks Finance and Science David Mott, a Dartmouth-educated Wall Street investment banker, is increasingly leveraging his reputation in the local and national biotech communities.-The Washington Post",Sci/Tech,Business
"FOAFKey: FOAF, PGP, Key Distribution, and Bloom Filters \\FOAF/LOAF and bloom filters have a lot of interesting properties for social\network and whitelist distribution.\\I think we can go one level higher though and include GPG/OpenPGP key\fingerpring distribution in the FOAF file for simple web-of-trust based key\distribution.\\What if we used FOAF and included the PGP key fingerprint(s) for identities?\This could mean a lot. You include the PGP key fingerprints within the FOAF\file of your direct friends and then include a bloom filter of the PGP key\fingerprints of your entire whitelist (the source FOAF file would of course need\to be encrypted ).\\Your whitelist would be populated from the social network as your client\discovered new identit ...\\",Sci/Tech,Business
"BTG hits Amazon, Netflix and others with patent suit BTG, a London-based firm that focuses on intellectual property and technology commercialization, filed suit against Amazon.com, Barnesandnoble.com and two other Internet companies for infringing on patents related to the tracking of users online.",Sci/Tech,Business
"China's Lenovo in talks with 'major IT firm' for acquisition (AFP) AFP - China's largest manufacturer of personal computers Lenovo Group said it is in negotiations with a major information technology company, believed to be US-based IBM.",Sci/Tech,World
"Wi-Fi successor is called high-speed hype -- for now SAN FRANCISCO -- At virtually every turn, Intel Corp. executives are heaping praise on an emerging long-range wireless technology known as WiMAX, which can blanket entire cities with high-speed Internet access.",Business,Sci/Tech
"Study: Posture found able to communicate fear A fight breaks out, and even though people at the far side of the crowd can #39;t see what #39;s going on, they are immediately on edge.",Sci/Tech,Sports
"Bush Pledges Strong-Dollar Policy President Bush meets with Italian Prime Minister Silvio Berlusconi in the Oval Office of the White House, Wednesday, Dec. 15, 2004, in Washington.",Business,World
"Nikkei Opens Higher (Reuters) Reuters - The Nikkei average rose 1.37 percent at\the opening on Monday as a recovery in U.S. stocks encouraged\investors to seek bargains among lagging issues, including\Canon Inc. and other high-tech issues.",World,Business
"RTX Provides Cordless Phones for Net-Based Calls COPENHAGEN (Reuters) - Danish electronics equipment maker RTX Telecom RTX.CO said on Monday it had signed an agreement with Skype, a provider of Internet-based voice telephony, to develop and market cordless handsets.",Sci/Tech,Business
British Music Fans Decry ITunes Pricing Consumer group complains of higher prices in U.K. than elsewhere in Europe.,Sci/Tech,Business
"Med school move delayed to 2007 The MSU College of Human Medicine won #39;t be relocated to Grand Rapids until at least 2007, and could cost only half as much as university officials originally estimated.",Business,Sci/Tech
"Mr. Chang, Strike a Pose Halfway around the world, standing virtually in the middle of the Pacific Ocean, the incomparable Timmy Chang is just days away from throwing his first pass of the season. From my tattered sofa, I will be watching him. I want you to watch him, too.",Sports,Sci/Tech
"Cocoa Price Off, Ivory Coast Shot to Bits (Reuters) Reuters - World cocoa prices rose from intraday\lows, but exports from the Ivory Coast, the key global\supplier, remain on hold after mob violence and military\clashes paralyze business in the West African country, traders\said on Tuesday.",Business,World
Pen can pick some bike U-locks That U-shaped bike lock that you thought was so secure may be easy pickings for thieves who have nothing more sophisticated than a Bic pen.,Business,Sci/Tech
"Report: E-voting problems cause loss of votes E-voting machine problems caused more than 4,500 votes to be lost in one North Carolina county during Tuesday's general election, and gave U.S. President George Bush more than 3,800 extra votes in Ohio, according to The Associated Press.",Sci/Tech,World
"Attack prompts Bush website block The re-election website of President Bush is blocking overseas visitors because of ""security reasons"".",Sci/Tech,World
"Sign off, then sign in G. Michael Caggiano Jr. lies awake at night thinking about bank signs. He ponders them during breakfast, while brushing his teeth, and quot;constantly quot; during the day, he says.",Business,Sports
"August Chip Sales Growth Slows on High Inventory SAN FRANCISCO (Reuters) - Global semiconductor sales growth slowed to 1 percent in August as electronics makers reacted to growing inventories in Asia by limiting orders of chips, an industry trade group said on Thursday.",Sci/Tech,Business
"Dell, AOL team up in schools initiative ROUND ROCK, Texas -- Dell Inc. and America Online Inc. announced a partnership Monday to provide 5,000 low-income students with free refurbished personal computers and a year #39;s worth of Internet access.",Business,Sci/Tech
Corning begins work on Taiwan LCD facility Demand for flat-panel devices means that the time is ripe for factories to churn out more glass.,Sci/Tech,World
Bond game fails to shake or stir GoldenEye: Rogue Action fails to deliver on the promise of its name and struggles to generate the original's massive sense of fun.,Sci/Tech,Business
"Study raises stent doubts Heart patients aren #39;t more likely to live long term after getting the artery-opening tubes called stents, according to a study released yesterday by researchers at Duke University.",Business,Sci/Tech
"Death bell tolls for Russia's Yukos oil giant (AFP) AFP - Russia's Yukos does not begin the week teetering on the edge of ruin where it has been for months now. The oil giant is flat on its back, gasping for its last breaths of air.",World,Business
"Gates, Ballmer pay holds at about \$900,000 Paychecks stay the same for the top two, but compensation changes for other Microsoft workers as stock grants replace options.",Sci/Tech,Business
Playing with the traumas of war Are games based on the Vietnam conflict making us immune to realities of history?,Sci/Tech,Business
"SAP software exposes shipper's financial errors The installation of SAP financial software at a major London-based container transport firm exposed flaws in the company's accounting systems and processes, forcing it to restate its earnings.",Sci/Tech,Business
"PeopleSoft, IBM strike middleware alliance PeopleSoft Inc. is deepening its ties with IBM Corp., announcing on Tuesday a sales and development partnership it called the most significant enterprise applications alliance in the companies' history.",Sci/Tech,Business
"Antidepressants to Reflect Suicide Risk WASHINGTON (Reuters) - The U.S. Food and Drug Administration plans to update antidepressant labels to reflect studies that suggest a link between the drugs and suicide in youths, but remains cautious about the strength of such ties, according to documents released on Friday.",Business,World
"Saudi Arabia, Qatar, Kuwait still risky investments: study (AFP) AFP - Investing remains risky in Saudi Arabia, Qatar and Kuwait, notably because the presence of US forces in the region makes these countries vulnerable to terrorist attacks, a security consulting firm said.",Business,World
"Catalina Foxes Back After Near Extinction (AP) AP - A unique subspecies of fox that is about the size of a house cat is back from the brink of extinction on Santa Catalina Island and can survive on its own thanks to a captive breeding program, the head of a nonprofit group that manages most of the island said Tuesday.",Sci/Tech,World
"Scientist Ramanna mourned BOMBAY: Raja Ramanna, the scientist who pioneered India #39;s drive to become a nuclear power, died yesterday in Bombay at age 79.",World,Sci/Tech
"Dodgers Nip Giants 3-2 in Crucial Series SAN FRANCISCO - Shawn Green can sit out Saturday knowing he was a huge help to the Dodgers during their crucial series against San Francisco. Green hit a two-run homer in Los Angeles' 3-2 victory over the Giants on Friday night, a day before the first baseman will miss a game to observe the Jewish holiday Yom Kippur...",World,Sports
"China shuts 1,600 cybercafes The Chinese government confirmed this weekend that it has closed 1,600 internet cafes and fined operators a total of 100m yuan since March, when it began its crackdown on violent or pornographic content, and other material it considers harmful to public",Sci/Tech,Business
Week's delay for Delta launcher Boeing's new heavy-lift Delta 4 rocket must wait a further week before making its maiden flight.,World,Business
"For Craigslist, city was just the ticket Hadley Weinzierl used Craigslist to furnish her Jamaica Plain apartment, and when she bought a Maltese puppy, she sought advice from fellow Craigslisters on a good vet, a cheap dog-walker, and a park where she could let the dog run without a leash.",Business,Sports
"Supah Blitz captures Del Mar BC Handicap After spending the first 29 starts of his career mostly confined to the East Coast, Supah Blitz found out what everyone eventually does - it #39;s much better at Del Mar. In his",Sports,World
"PRESS START FOR NOSTALGIA Like Led Zeppelin #39;s #39; #39;Stairway to Heaven #39; #39; and Lynyrd Skynyrd #39;s #39; #39;Freebird, #39; #39; classic video games like Frogger and Pong can bring back an entire era.",Sci/Tech,Sports
"EPA May Conduct Human Tests for Chemicals (AP) AP - In setting limits on chemicals in food and water, the Environmental Protection Agency may rely on industry tests that expose people to poisons and raise ethical questions.",World,Sci/Tech
"English 'world language' forecast A third of people on the planet will be learning English in the next decade, \says a report.",World,Sci/Tech
"Kids Opt for Kerry in Bellwether Online Poll (Reuters) Reuters - The kids have spoken, and it's Sen.\John Kerry with a convincing victory over President Bush on",World,Business
"Intel defeats AMD in court AMD #39;s attempt to persuade the US court to sanction the release of over 60,000 pages of Intel documentation to a European Commission anti-trust enquiry has failed.",Business,Sci/Tech
Final Round in Cable-ISP Fight The U.S. Supreme Court has agreed to hear whether cable operators must give access to their lines to third-party ISPs. Michael Grebb reports from Washington.,Sci/Tech,Business
New Fat-Busting Microwave Oven Unveiled TOKYO (Reuters) - Eyeing up that juicy steak but worried about your waistline? Japanese electronics maker Sharp Corp. 6753.T says it has developed a new fat-busting microwave oven that can melt some of your worries away.,Sci/Tech,Business
ST Tele-TM Intl to buy 47.7 in Idea Mumbai: Singapore Technologies Telemedia and TM International have announced that their consortium has signed definitive agreements for the acquisition of 47.7 per cent stake in Idea Cellular.,Business,Sci/Tech
"Hawks Evicted From New York City Perch (AP) AP - Pale Male the city hawk was evicted from his nest, and the flap has already begun.",Sci/Tech,Sports
"Alstom to sign 1 billion Euro in contracts with China (AFP) AFP - The French Group Alstom Saturday will sign contracts worth up to 1 billion Euros (1.23 billion dollars) in China for the delivery of trains and locomotives, French sources with knowledge of the deal revealed to AFP.",World,Business
"Dinosaur May Have Been Stealth Hunter (AP) AP - The strike would have come out of nowhere: One second the fish was swimming placidly, no danger in sight, a moment later it was lunch.",Sci/Tech,Sports
"Calvin Murphy removed as Rockets broadcaster Murphy will go to trial Nov. 4 on charges he molested his daughters, a state district judge said Tuesday. Murphy is charged with three counts of indecency with a child and three counts of aggravated sexual assault, punishable by up to life in prison.",Sports,World
Hynix's 3Q Profit More Than Triples (AP) AP - South Korea's Hynix Semiconductor Inc. said Monday its third-quarter net profit more than tripled from same period last year thanks to steady global prices for memory chips.,World,Business
Donors seek clarity on PA finances Donors to the Palestinians are asking whether the change of leadership can let more light into Palestinian finances.,Business,World
"Cendant Near Deal to Buy Orbitz for #36;1.2 Bln-Source (Reuters) Reuters - Travel and real estate company\Cendant Corp. is close to an agreement to buy online\travel site Orbitz Inc. for about #36;1.2 billion in\cash, a source close to the talks said on Tuesday.",Sci/Tech,Business
Nortel lowers expectations Nortel said it expects revenue for the third quarter to fall short of expectations.,Sci/Tech,Business
"FCC Mull November VoIP Vote WASHINGTON -- In the absence of congressional action, Federal Communications Commission (FCC) Chairman Michael Powell has taken over the direction of Voice over IP (define) policy in the Capitol, at least for the time being.",Sci/Tech,Business
"Feds Make A Strike Against Spyware Companies WASHINGTON -- In what regulators are calling a first, the federal government has asked for a court order to shut down a spyware operation.",Sci/Tech,Business
"Aussies battle EU over cheese, champagne AP - The United States and Australia have prevailed in an interim ruling by World Trade Organisation (WTO) in a dispute over the protection given by the European Union to its regional goods such as Champagne wine and Feta cheese, trade officials said.",Business,World
"GoldenEye: Rogue Agent golden EA #39;s James Bond-baddie shooter has left its secret headquarters and taken over the factory. Like an evil genius announcing his demands, Electronic Arts has let the world know that GoldenEye: Rogue Agent has gone gold.",Sci/Tech,Sports
"Va. Biotech Looks to Md. For Inspiration Business and education leaders in Northern Virginia are working hard to lure biotechnology companies. But for a daunting reminder of how far they need to go, all they have to do is look at neighboring Maryland. -The Washington Post",Sci/Tech,Business
F1: British Grand Prix ruled out Jackie Stewart rejects Bernie Ecclestone's claims that the British Grand Prix is dead.,World,Sports
"Abu Ghraib report 'spreads blame' A report on the Abu Ghraib prisoner abuse scandal will blame at least two dozen more people, say US officials.",World,Business
Oracle 1Q Earnings Rise 16 Percent (AP) AP - Business software giant Oracle Corp. said Tuesday that first-quarter earnings rose 16 percent driven by new database license sales that rose 19 percent.,Sci/Tech,Business
"Robby Gordon Planning to Proceed With Caution Robby Gordon plans to join the oil spills, the tire chunks, the sharp pieces of debris and the other typical racetrack hazards on Sunday.",Sports,Business
"Ants Follow Forks in Their Roads to Find Home Forget GPS, forget road signs. Researchers in England say foraging Pharaoh's ants employ a simpler means to find their way home: geometry.",Sci/Tech,Sports
Senators Want Boeing Deal Investigated Leaders of the Senate Armed Services Committee asked the Defense Department on Friday to have its inspector general #39;s office investigate the Air Force #39;s effort to,Business,World
"A Founding Father? Give the guy some credit. Tung Chee-hwa, Hong Kong #39;s embattled Chief Executive, gets precious little of it from his people these daysand heaps of",World,Business
Hope Fades for Saving 2 Boys Stuck in Mexico Cave (Reuters) Reuters - Hopes of rescuing two small boys\trapped for five days in a jungle cave faded fast on Friday\after contact was lost with the brothers and as the cavern\flooded in overnight rains.,Sci/Tech,World
Telescope snaps distant 'planet' The first direct image of a planet circling another star may have been obtained by a US-European team of astronomers.,World,Sci/Tech
"2 charged after Chicago area pals are slain in NC tragedy Ever since they met in fourth grade, Brett Johnson Harman and Kevin McCann were as close as brothers. quot;They had the same mannerisms, the same kind of humor, and they even looked alike, quot; said McCann #39;s father, Dennis McCann.",Sports,World
"Don King Productions Presents: quot;Battle For Supremacy quot; On Saturday November 13th, ten misfits, nomads and upstarts seek to wage war or settle the score at the famed Madison Square Garden in New York, New York.",Sports,Business
"The Shockwaves of Sumatra The Indian Ocean earthquake of December 2004 produced a shockwave that created tsunamis all across the Indian Ocean. The tsunamis hammered nearby Indonesia and struck as far as the coast of East Africa. The death toll has climbed over 100,000 and continues to grow. It also created social shockwaves.",Sci/Tech,World
"Dominicans' Swift Step Into Crisis SANTO DOMINGO, Dominican Republic -- When Sandro Batista smashed his banana truck into a tree in April, leaving him with two hideously shattered legs and a broken arm, his orthopedic surgeon sent his sister shopping.",Business,World
"Matsushita Unveils DVD Recorders, Eyes Higher Share TOKYO (Reuters) - Panasonic brand products maker Matsushita Electric Industrial unveiled five new DVD recorders on Wednesday and said it was aiming to boost its share of the domestic market to over 40 percent from around 35 percent.",Sci/Tech,Business
"India's low-cost airline eyes business travel (AFP) AFP - India's pioneer low-cost carrier Air Deccan plans to raise 50 million dollars in private equity by shedding a 26 percent stake and also aims to enter the corporate business jet segment, its chairman said.",World,Business
"FCC Finds US Broadband Deployment Is Accelerating US broadband deployment is accelerating as underserved rural and inner city areas gain greater access to new services, according to a government report.",Sci/Tech,World
"Ballmer strikes big rivals from Microsoft shopping list LISBON - Customers watching for Microsoft Corp. to make a headline-grabbing buy in the business applications market faced disappointment Tuesday as company Chief Executive Officer Steven Ballmer ruled out acquisitions of PeopleSoft Inc., Oracle Corp. and SAP AG.",Sci/Tech,Business
"Blame player, not game It was like nothing youd ever exercised your thumbs to before. You could do whatever you wanted, whenever you wanted. The game seemed endless.",Sci/Tech,Sports
"Microsoft Opens Software Development Center in India (Update3) Microsoft Corp., the world #39;s largest software maker, will hire several hundred #39; #39; people in the next year at its development center in India, expanding its workforce of 800, Chief Executive Steve Ballmer said.",Business,Sci/Tech
"GM Plans to Use Woods More Creatively (AP) AP - General Motors Corp. is thrilled that Tiger Woods will promote Buick for the next five years, but GM chairman Rick Wagoner says the automaker could make better use of the world's best-known golfer.",Sports,Sci/Tech
Before-the-Bell: GenCorp Falls 5.6 Pct. (Reuters) Reuters - Shares of GenCorp Inc. fell 5.6\percent before the opening bell on Monday after investment fund\Steel Partners withdrew its proposal to acquire the aerospace\and real estate company.,Sci/Tech,Business
